citing_venue_count,citing_field_count,citing_institution_count,citing_country_count,citing_year_min,citing_year_max,citing_year_span,citing_works_sampled,top_citing_work_examples,citing_fields_sample,citing_countries_sample,paper_id,title,openalex_id
15.0,56.0,79.0,24.0,2002.0,2022.0,21.0,50,"[{'title': 'Linear network coding', 'year': 2003, 'cited_by_count': 3453}, {'title': 'Wireless Networks With RF Energy Harvesting: A Contemporary Survey', 'year': 2014, 'cited_by_count': 2626}, {'title': 'A Random Linear Network Coding Approach to Multicast', 'year': 2006, 'cited_by_count': 2600}, {'title': 'An algebraic approach to network coding', 'year': 2003, 'cited_by_count': 2432}, {'title': 'XORs in the Air: Practical Wireless Network Coding', 'year': 2008, 'cited_by_count': 2274}]","['Aerospace engineering', 'Algorithm', 'Archaeology', 'Artificial intelligence', 'Astronomy', 'Biochemistry', 'Biology', 'Chemistry', 'Cognitive science', 'Combinatorics', 'Composite material', 'Computer network', 'Computer science', 'Computer security', 'Computer vision', 'Data mining', 'Data science', 'Developmental psychology', 'Discrete mathematics', 'Distributed computing']","['AU', 'BR', 'CA', 'CH', 'CN', 'DE', 'DK', 'ES', 'FI', 'FR', 'GB', 'GR', 'HK', 'IE', 'IL', 'IR', 'IT', 'JP', 'KR', 'NL']",ieee_transactions_on_information_theory_2000_f5a20c28,Network Information Flow,https://openalex.org/W2105831729
29.0,83.0,100.0,32.0,2012.0,2021.0,10.0,50,"[{'title': 'A Survey of Smart Parking Solutions', 'year': 2017, 'cited_by_count': 521}, {'title': 'Energy management and planning in smart cities', 'year': 2015, 'cited_by_count': 476}, {'title': 'New “Smart Parking” System Based on Resource Allocation and Reservations', 'year': 2013, 'cited_by_count': 340}, {'title': 'Smart parking in IoT-enabled cities: A survey', 'year': 2019, 'cited_by_count': 327}, {'title': 'iParker—A New Smart Car-Parking System Based on Dynamic Resource Allocation and Pricing', 'year': 2016, 'cited_by_count': 208}]","['Accounting', 'Aerospace engineering', 'Algorithm', 'Archaeology', 'Architectural engineering', 'Art', 'Artificial intelligence', 'Astronomy', 'Automotive engineering', 'Biochemistry', 'Biology', 'Botany', 'Business', 'Chemistry', 'Civil engineering', 'Cognitive psychology', 'Computer graphics (images)', 'Computer network', 'Computer science', 'Computer security']","['AE', 'AU', 'BR', 'CA', 'CH', 'CN', 'CY', 'ES', 'FI', 'FR', 'GB', 'GR', 'HK', 'IE', 'IL', 'IN', 'IT', 'JO', 'KR', 'KZ']",acm_sensys_2006_a4e2d6fd,CarTel: A Distributed Mobile Sensor Computing System,https://openalex.org/W2128731153
12.0,76.0,45.0,12.0,2006.0,2022.0,17.0,50,"[{'title': 'Learning to rank for information retrieval', 'year': 2010, 'cited_by_count': 1953}, {'title': 'Filter Bubbles, Echo Chambers, and Online News Consumption', 'year': 2016, 'cited_by_count': 1874}, {'title': 'Predicting clicks', 'year': 2007, 'cited_by_count': 1054}, {'title': 'Novelty and diversity in information retrieval evaluation', 'year': 2008, 'cited_by_count': 950}, {'title': 'Evaluating the accuracy of implicit feedback from clicks and query reformulations in Web search', 'year': 2007, 'cited_by_count': 674}]","['Accounting', 'Advertising', 'Algorithm', 'Anatomy', 'Anthropology', 'Archaeology', 'Artificial intelligence', 'Astronomy', 'Biochemistry', 'Biology', 'Botany', 'Business', 'Chemistry', 'Chromatography', 'Clinical psychology', 'Combinatorics', 'Communication', 'Composite material', 'Computer network', 'Computer science']","['BR', 'CA', 'CN', 'FI', 'FR', 'GB', 'HK', 'IT', 'NL', 'SG', 'TW', 'US']",sigir_2006_b1c8281c,Improving web search ranking by incorporating user behavior information,https://openalex.org/W2125771191
11.0,57.0,55.0,17.0,2006.0,2018.0,13.0,50,"[{'title': 'Methods for Evaluating Interactive Information Retrieval Systems with Users', 'year': 2009, 'cited_by_count': 623}, {'title': 'What do people ask their social networks, and why?', 'year': 2010, 'cited_by_count': 602}, {'title': 'A large-scale evaluation and analysis of personalized search strategies', 'year': 2007, 'cited_by_count': 530}, {'title': 'User Profiles for Personalized Information Access', 'year': 2007, 'cited_by_count': 495}, {'title': 'Measuring personalization of web search', 'year': 2013, 'cited_by_count': 393}]","['Advertising', 'Algorithm', 'Artificial intelligence', 'Astrophysics', 'Biology', 'Business', 'Combinatorics', 'Computer network', 'Computer science', 'Computer security', 'Computer vision', 'Data mining', 'Data science', 'Database', 'Demography', 'Economics', 'Economy', 'Electrical engineering', 'Engineering', 'Epistemology']","['AU', 'CA', 'CH', 'CN', 'DE', 'DK', 'ES', 'FI', 'FR', 'GB', 'IE', 'IL', 'IT', 'JP', 'NL', 'SG', 'US']",sigir_2005_82d07dff,Personalizing search via automated analysis of interests and activities,https://openalex.org/W2122841972
14.0,73.0,50.0,11.0,2005.0,2022.0,18.0,50,"[{'title': 'Finding high-quality content in social media', 'year': 2008, 'cited_by_count': 1241}, {'title': 'Improving web search ranking by incorporating user behavior information', 'year': 2006, 'cited_by_count': 1044}, {'title': 'An experimental comparison of click position-bias models', 'year': 2008, 'cited_by_count': 952}, {'title': 'Novelty and diversity in information retrieval evaluation', 'year': 2008, 'cited_by_count': 950}, {'title': 'Evaluating the accuracy of implicit feedback from clicks and query reformulations in Web search', 'year': 2007, 'cited_by_count': 674}]","['Accounting', 'Advertising', 'Aesthetics', 'Agronomy', 'Art', 'Artificial intelligence', 'Astronomy', 'Astrophysics', 'Biochemistry', 'Biology', 'Business', 'Chemistry', 'Chromatography', 'Clinical psychology', 'Cognitive science', 'Combinatorics', 'Composite material', 'Computer science', 'Computer security', 'Data mining']","['AU', 'CA', 'CH', 'CN', 'DE', 'ES', 'GB', 'IL', 'IT', 'NL', 'US']",sigir_2005_782f98ae,Accurately interpreting clickthrough data as implicit feedback,https://openalex.org/W2152314154
,,,,,,,0,,,,sigir_2003_b86e5ee4,Stuff I’ve seen: a system for personal information retrieval and re-use,
26.0,64.0,65.0,19.0,2010.0,2020.0,11.0,50,"[{'title': 'Enriching Word Vectors with Subword Information', 'year': 2017, 'cited_by_count': 9699}, {'title': 'Recursive Deep Models for Semantic Compositionality Over a Sentiment Treebank', 'year': 2013, 'cited_by_count': 6709}, {'title': 'Learning Word Vectors for Sentiment Analysis', 'year': 2011, 'cited_by_count': 3291}, {'title': 'Recent Trends in Deep Learning Based Natural Language Processing [Review Article]', 'year': 2018, 'cited_by_count': 2832}, {'title': 'Semantics derived automatically from language corpora contain human-like biases', 'year': 2017, 'cited_by_count': 2740}]","['Accounting', 'Advertising', 'Algorithm', 'Archaeology', 'Architectural engineering', 'Artificial intelligence', 'Biology', 'Botany', 'Business', 'Cognitive psychology', 'Cognitive science', 'Computer science', 'Computer security', 'Data mining', 'Data science', 'Database', 'Discrete mathematics', 'Econometrics', 'Economics', 'Engineering']","['BE', 'CA', 'CH', 'CN', 'DE', 'DK', 'FR', 'GB', 'IL', 'IN', 'IT', 'JP', 'LI', 'MK', 'NG', 'NL', 'SG', 'TR', 'US']",sigir_2003_73629bd4,Beyond independent relevance: methods and evaluation metrics for subtopic retrieval,https://openalex.org/W1662133657
13.0,54.0,65.0,16.0,2009.0,2024.0,16.0,50,"[{'title': 'Untangling Blockchain: A Data Processing View of Blockchain Systems', 'year': 2018, 'cited_by_count': 1157}, {'title': 'BLOCKBENCH', 'year': 2017, 'cited_by_count': 782}, {'title': 'OLTP-Bench', 'year': 2013, 'cited_by_count': 377}, {'title': 'The Snowflake Elastic Data Warehouse', 'year': 2016, 'cited_by_count': 301}, {'title': 'CockroachDB: The Resilient Geo-Distributed SQL Database', 'year': 2020, 'cited_by_count': 216}]","['Accounting', 'Aerospace engineering', 'Algorithm', 'Archaeology', 'Art', 'Artificial intelligence', 'Biology', 'Botany', 'Business', 'Combinatorics', 'Composite material', 'Computer network', 'Computer science', 'Computer security', 'Data mining', 'Data science', 'Database', 'Distributed computing', 'Economics', 'Electrical engineering']","['AU', 'CA', 'CH', 'CN', 'CY', 'DE', 'ES', 'FI', 'FR', 'GB', 'GR', 'IN', 'NL', 'PT', 'SG', 'US']",sigmod_2008_55e86b32,Serializable isolation for snapshot databases,https://openalex.org/W1987358714
18.0,65.0,66.0,19.0,2006.0,2023.0,18.0,50,"[{'title': 'Dryad', 'year': 2007, 'cited_by_count': 2459}, {'title': 'MapReduce online', 'year': 2010, 'cited_by_count': 683}, {'title': 'Dryad', 'year': 2007, 'cited_by_count': 549}, {'title': 'StreamCloud: An Elastic and Scalable Data Streaming System', 'year': 2012, 'cited_by_count': 319}, {'title': 'Adaptive Query Processing', 'year': 2007, 'cited_by_count': 267}]","['Algorithm', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Business', 'Chemistry', 'Combinatorics', 'Composite material', 'Computer network', 'Computer science', 'Computer security', 'Data mining', 'Data science', 'Database', 'Discrete mathematics', 'Distributed computing', 'Ecology', 'Economics', 'Electrical engineering']","['BE', 'CA', 'CH', 'CN', 'DE', 'DO', 'ES', 'FR', 'GB', 'HK', 'IL', 'IN', 'IT', 'NL', 'PL', 'PT', 'SE', 'SG', 'US']",sigmod_2005_c02d9b0b,Fault-tolerance in the Borealis distributed stream processing system,https://openalex.org/W2141742398
26.0,65.0,71.0,20.0,2006.0,2022.0,17.0,50,"[{'title': 'Provenance in Databases: Why, How, and Where', 'year': 2009, 'cited_by_count': 529}, {'title': 'Overview and Framework for Data and Information Quality Research', 'year': 2009, 'cited_by_count': 421}, {'title': 'Making database systems usable', 'year': 2007, 'cited_by_count': 246}, {'title': 'International Journal Of Engineering Sciences &amp; Research Technology', 'year': 2016, 'cited_by_count': 235}, {'title': 'The case of the fake Picasso: preventing history forgery with secure provenance', 'year': 2009, 'cited_by_count': 209}]","['Algorithm', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Business', 'Computer hardware', 'Computer science', 'Computer security', 'Data mining', 'Data science', 'Database', 'Discrete mathematics', 'Distributed computing', 'Ecology', 'Economics', 'Engineering', 'Engineering ethics', 'Epistemology', 'Evolutionary biology']","['AE', 'BE', 'BR', 'CA', 'CH', 'CN', 'DE', 'ES', 'FI', 'FR', 'GB', 'GH', 'GR', 'MX', 'NG', 'NL', 'SA', 'SE', 'SG', 'US']",sigmod_2006_a6a81761,Provenance Management in Curated Databases,https://openalex.org/W2127279146
20.0,66.0,82.0,22.0,2007.0,2021.0,15.0,50,"[{'title': 'Time-series clustering – A decade review', 'year': 2015, 'cited_by_count': 1768}, {'title': 'Trajectory Data Mining', 'year': 2015, 'cited_by_count': 1589}, {'title': 'A review on time series data mining', 'year': 2010, 'cited_by_count': 1479}, {'title': 'Querying and mining of time series data', 'year': 2008, 'cited_by_count': 1346}, {'title': 'Trajectory clustering', 'year': 2007, 'cited_by_count': 1344}]","['Aesthetics', 'Agronomy', 'Algorithm', 'Archaeology', 'Art', 'Artificial intelligence', 'Astronomy', 'Biochemistry', 'Biology', 'Cartography', 'Chemistry', 'Chromatography', 'Combinatorics', 'Composite material', 'Computer network', 'Computer science', 'Computer security', 'Computer vision', 'Data mining', 'Data science']","['AU', 'CA', 'CH', 'CN', 'DE', 'DK', 'ES', 'FR', 'GB', 'GR', 'HK', 'IT', 'KR', 'MY', 'NL', 'PL', 'SA', 'SE', 'SG', 'TR']",sigmod_2005_2a0a907a,Robust and Fast Similarity Search for Moving Object Trajectories,https://openalex.org/W2118371392
22.0,56.0,95.0,23.0,2005.0,2019.0,15.0,50,"[{'title': 'CryptDB', 'year': 2011, 'cited_by_count': 1137}, {'title': 'Secure kNN computation on encrypted databases', 'year': 2009, 'cited_by_count': 898}, {'title': 'Order-Preserving Symmetric Encryption', 'year': 2009, 'cited_by_count': 860}, {'title': 'Deterministic and Efficiently Searchable Encryption', 'year': 2007, 'cited_by_count': 743}, {'title': 'Multi-Dimensional Range Query over Encrypted Data', 'year': 2007, 'cited_by_count': 550}]","['Accounting', 'Algorithm', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Business', 'Chemistry', 'Combinatorics', 'Computer network', 'Computer science', 'Computer security', 'Data mining', 'Data science', 'Database', 'Discrete mathematics', 'Distributed computing', 'Ecology', 'Economics', 'Electrical engineering']","['AU', 'BE', 'BR', 'CH', 'CN', 'DE', 'EE', 'ES', 'FI', 'GB', 'HK', 'IL', 'IN', 'IT', 'JM', 'NL', 'NZ', 'PL', 'SA', 'SE']",sigmod_2004_a809fe60,Order-Preserving Encryption for Numeric Data,https://openalex.org/W2154496743
15.0,80.0,50.0,11.0,2003.0,2021.0,19.0,50,"[{'title': 'Telos: enabling ultra-low power wireless research', 'year': 2005, 'cited_by_count': 1757}, {'title': 'Wireless sensor networks: A survey on the state of the art and the 802.15.4 and ZigBee standards', 'year': 2006, 'cited_by_count': 1422}, {'title': 'The Design of the Borealis Stream Processing Engine', 'year': 2005, 'cited_by_count': 1234}, {'title': 'Model-Driven Data Acquisition in Sensor Networks', 'year': 2004, 'cited_by_count': 1047}, {'title': 'Telos: enabling ultra-low power wireless research', 'year': 2005, 'cited_by_count': 915}]","['Accounting', 'Advertising', 'Algorithm', 'Archaeology', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Botany', 'Business', 'Cartography', 'Chemistry', 'Combinatorics', 'Composite material', 'Computer architecture', 'Computer hardware', 'Computer network', 'Computer science', 'Computer security', 'Computer vision']","['CA', 'CH', 'DE', 'FI', 'GB', 'HK', 'IT', 'NL', 'RU', 'SG', 'US']",sigmod_2003_4b49e7bb,The Design of an Acquisitional Query Processor for Sensor Networks,https://openalex.org/W2153259545
20.0,60.0,84.0,18.0,2002.0,2020.0,19.0,50,"[{'title': 'Order preserving encryption for numeric data', 'year': 2004, 'cited_by_count': 1212}, {'title': 'CryptDB', 'year': 2011, 'cited_by_count': 1137}, {'title': 'Scalable and efficient provable data possession', 'year': 2008, 'cited_by_count': 1125}, {'title': 'Secure kNN computation on encrypted databases', 'year': 2009, 'cited_by_count': 898}, {'title': 'Deterministic and Efficiently Searchable Encryption', 'year': 2007, 'cited_by_count': 743}]","['Accounting', 'Aerospace engineering', 'Algorithm', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Business', 'Chemistry', 'Composite material', 'Computer hardware', 'Computer network', 'Computer science', 'Computer security', 'Data mining', 'Data science', 'Database', 'Discrete mathematics', 'Distributed computing', 'Economics']","['AU', 'BR', 'CA', 'CH', 'CN', 'DE', 'EE', 'ES', 'GB', 'GR', 'HK', 'IL', 'IN', 'IR', 'IT', 'KR', 'SG', 'US']",sigmod_2002_3a3abfbf,Executing SQL over Encrypted Data in the Database-Service-Provider Model.,https://openalex.org/W2043508455
13.0,44.0,31.0,11.0,2008.0,2025.0,18.0,23,"[{'title': 'Massively Parallel Databases and MapReduce Systems', 'year': 2013, 'cited_by_count': 52}, {'title': 'Dynamically optimizing queries over large scale data platforms', 'year': 2014, 'cited_by_count': 31}, {'title': 'Evolution of Query Optimization Methods', 'year': 2009, 'cited_by_count': 29}, {'title': 'A Mobile Relational Algebra', 'year': 2011, 'cited_by_count': 14}, {'title': 'Debunking the Myth of Join Ordering: Toward Robust SQL Analytics', 'year': 2025, 'cited_by_count': 7}]","['Advertising', 'Algorithm', 'Archaeology', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Business', 'Chemistry', 'Combinatorics', 'Computer network', 'Computer science', 'Computer security', 'Data mining', 'Data science', 'Database', 'Discrete mathematics', 'Distributed computing', 'Economics', 'Embedded system', 'Engineering']","['CA', 'CN', 'FR', 'GB', 'GR', 'IL', 'IT', 'KR', 'RU', 'TR', 'US']",sigmod_2001_67b3610a,"Optimizing Queries Using Materialized Views: A Practical, Scalable Solution",https://openalex.org/W2074013691
25.0,69.0,86.0,29.0,2011.0,2020.0,10.0,50,"[{'title': 'A survey on concept drift adaptation', 'year': 2014, 'cited_by_count': 3196}, {'title': 'Ensemble learning for data stream analysis: A survey', 'year': 2017, 'cited_by_count': 1028}, {'title': 'Unsupervised real-time anomaly detection for streaming data', 'year': 2017, 'cited_by_count': 958}, {'title': 'Predicting Taxi–Passenger Demand Using Streaming Data', 'year': 2013, 'cited_by_count': 724}, {'title': 'Mining big data', 'year': 2013, 'cited_by_count': 673}]","['Aerospace engineering', 'Algorithm', 'Archaeology', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Chemistry', 'Combinatorics', 'Composite material', 'Computational science', 'Computer network', 'Computer science', 'Computer security', 'Condensed matter physics', 'Data mining', 'Data science', 'Database', 'Distributed computing', 'Economics']","['AT', 'AU', 'BR', 'CA', 'CN', 'DE', 'DK', 'ES', 'FI', 'FR', 'GB', 'HU', 'IE', 'IL', 'KR', 'MY', 'NL', 'PK', 'PL', 'PT']",sigmod_2000_7c9d933e,NiagaraCQ: A Scalable Continuous Query System for Internet Databases,https://openalex.org/W2293050121
16.0,67.0,53.0,13.0,1998.0,2020.0,23.0,50,"[{'title': 'Models and issues in data stream systems', 'year': 2002, 'cited_by_count': 2510}, {'title': 'Continuous queries over data streams', 'year': 2001, 'cited_by_count': 718}, {'title': 'BlinkDB', 'year': 2013, 'cited_by_count': 704}, {'title': 'Fast Time Sequence Indexing for Arbitrary Lp Norms', 'year': 2018, 'cited_by_count': 664}, {'title': 'External memory algorithms and data structures', 'year': 2001, 'cited_by_count': 649}]","['Accounting', 'Algorithm', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Business', 'Chemistry', 'Chromatography', 'Combinatorics', 'Composite material', 'Computer graphics (images)', 'Computer hardware', 'Computer network', 'Computer science', 'Computer security', 'Computer vision', 'Crystallography', 'Data mining', 'Data science']","['CA', 'CN', 'DE', 'FR', 'GR', 'HK', 'IL', 'IN', 'IT', 'KR', 'RU', 'SG', 'US']",sigmod_1999_4b279094,Approximate Computation of Multidimensional Aggregates of Sparse Data Using Wavelets,https://openalex.org/W1998244781
19.0,62.0,49.0,14.0,1999.0,2021.0,23.0,50,"[{'title': 'A survey of approaches to automatic schema matching', 'year': 2001, 'cited_by_count': 3313}, {'title': 'Data integration', 'year': 2002, 'cited_by_count': 2479}, {'title': 'Data Cleaning: Problems and Current Approaches.', 'year': 2000, 'cited_by_count': 1442}, {'title': 'Similarity flooding: a versatile graph matching algorithm and its application to schema matching', 'year': 2003, 'cited_by_count': 1342}, {'title': '<i>Snowball</i>', 'year': 2000, 'cited_by_count': 1168}]","['Acoustics', 'Agronomy', 'Algorithm', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Botany', 'Chemistry', 'Combinatorics', 'Composite material', 'Computer network', 'Computer science', 'Computer security', 'Computer vision', 'Data mining', 'Data science', 'Database', 'Demography', 'Developmental psychology']","['AU', 'CA', 'CH', 'CN', 'DE', 'FR', 'GB', 'HK', 'IE', 'IN', 'IT', 'JP', 'SG', 'US']",sigmod_1998_f875f59e,Integration of Heterogeneous Databases without Common Domains Using Queries Based on Textual Similarity,https://openalex.org/W2038281398
16.0,70.0,55.0,11.0,1998.0,2017.0,20.0,50,"[{'title': 'Data mining: concepts and techniques', 'year': 2012, 'cited_by_count': 28872}, {'title': 'TAG', 'year': 2002, 'cited_by_count': 2727}, {'title': 'Models and issues in data stream systems', 'year': 2002, 'cited_by_count': 2510}, {'title': 'Aurora: a new model and architecture for data stream management', 'year': 2003, 'cited_by_count': 1492}, {'title': 'The cougar approach to in-network query processing in sensor networks', 'year': 2002, 'cited_by_count': 1334}]","['Agronomy', 'Algorithm', 'Anthropology', 'Archaeology', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Botany', 'Chemistry', 'Chromatography', 'Cognitive psychology', 'Combinatorics', 'Composite material', 'Computer architecture', 'Computer graphics (images)', 'Computer network', 'Computer science', 'Computer security', 'Computer vision']","['CA', 'CH', 'CN', 'GB', 'GR', 'IL', 'IT', 'KR', 'RU', 'SG', 'US']",sigmod_1997_8f0b8c70,Online Aggregation,https://openalex.org/W2296677182
21.0,79.0,91.0,20.0,2000.0,2024.0,25.0,50,"[{'title': 'Anomaly detection', 'year': 2009, 'cited_by_count': 10930}, {'title': 'Deep Learning for Anomaly Detection', 'year': 2021, 'cited_by_count': 2373}, {'title': 'Efficient algorithms for mining outliers from large data sets', 'year': 2000, 'cited_by_count': 1863}, {'title': 'Graph based anomaly detection and description: a survey', 'year': 2014, 'cited_by_count': 1450}, {'title': 'Detecting Spacecraft Anomalies Using LSTMs and Nonparametric Dynamic Thresholding', 'year': 2018, 'cited_by_count': 1303}]","['Accounting', 'Aerospace engineering', 'Aesthetics', 'Agronomy', 'Algorithm', 'Archaeology', 'Arithmetic', 'Artificial intelligence', 'Astronomy', 'Biochemistry', 'Biology', 'Botany', 'Business', 'Chemistry', 'Combinatorics', 'Composite material', 'Computer network', 'Computer science', 'Computer security', 'Condensed matter physics']","['AU', 'BR', 'CA', 'CN', 'DE', 'DK', 'EG', 'FR', 'GB', 'HK', 'IL', 'IN', 'IT', 'JP', 'KR', 'MO', 'NL', 'SG', 'TR', 'US']",sigmod_1996_2e57c7b7,BIRCH: An Efficient Data Clustering Method for Very Large Databases,https://openalex.org/W4254182148
17.0,65.0,45.0,13.0,1996.0,2017.0,22.0,50,"[{'title': 'Data mining: concepts and techniques', 'year': 2012, 'cited_by_count': 28872}, {'title': 'Maximizing the spread of influence through a social network', 'year': 2003, 'cited_by_count': 7269}, {'title': 'An overview of data warehousing and OLAP technology', 'year': 1997, 'cited_by_count': 2401}, {'title': 'Data mining: an overview from a database perspective', 'year': 1996, 'cited_by_count': 2233}, {'title': 'Data Cube: A Relational Aggregation Operator Generalizing Group-By, Cross-Tab, and Sub-Totals', 'year': 1997, 'cited_by_count': 2131}]","['Acoustics', 'Advertising', 'Agronomy', 'Algorithm', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Botany', 'Business', 'Chemistry', 'Chromatography', 'Combinatorics', 'Composite material', 'Computer network', 'Computer science', 'Computer security', 'Computer vision', 'Data mining', 'Data science', 'Database']","['AR', 'AU', 'BE', 'CA', 'CN', 'GB', 'HK', 'IN', 'IT', 'PL', 'RU', 'TW', 'US']",sigmod_1996_4401c63b,Implementing Data Cubes Efficiently,https://openalex.org/W2143401113
17.0,70.0,52.0,8.0,1995.0,2018.0,24.0,50,"[{'title': 'An overview of data warehousing and OLAP technology', 'year': 1997, 'cited_by_count': 2401}, {'title': 'Data mining: an overview from a database perspective', 'year': 1996, 'cited_by_count': 2233}, {'title': 'Why and Where: A Characterization of Data Provenance', 'year': 2001, 'cited_by_count': 1292}, {'title': 'Research problems in data warehousing', 'year': 1995, 'cited_by_count': 637}, {'title': 'Change detection in hierarchically structured information', 'year': 1996, 'cited_by_count': 487}]","['Acoustics', 'Aerospace engineering', 'Algorithm', 'Archaeology', 'Art', 'Artificial intelligence', 'Biochemistry', 'Bioinformatics', 'Biology', 'Botany', 'Business', 'Chemistry', 'Combinatorics', 'Composite material', 'Computer graphics (images)', 'Computer hardware', 'Computer network', 'Computer science', 'Computer security', 'Data mining']","['AU', 'CA', 'DE', 'FR', 'GB', 'GR', 'TW', 'US']",sigmod_1995_76f92761,View Maintenance in a Warehousing Environment,https://openalex.org/W2131165411
13.0,54.0,45.0,13.0,1995.0,2007.0,13.0,50,"[{'title': 'The Lorel query language for semistructured data', 'year': 1997, 'cited_by_count': 1067}, {'title': 'Relational Databases for Querying XML Documents: Limitations and Opportunities', 'year': 1999, 'cited_by_count': 917}, {'title': 'XRANK', 'year': 2003, 'cited_by_count': 773}, {'title': 'Querying semi-structured data', 'year': 1997, 'cited_by_count': 746}, {'title': 'Index Structures for Path Expressions', 'year': 1999, 'cited_by_count': 602}]","['Agronomy', 'Algorithm', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Business', 'Chemistry', 'Combinatorics', 'Computer science', 'Computer security', 'Data mining', 'Data science', 'Database', 'Developmental psychology', 'Discrete mathematics', 'Economics', 'Electrical engineering', 'Engineering', 'Epistemology']","['CA', 'CL', 'CN', 'DE', 'FR', 'GR', 'HK', 'IL', 'IT', 'JP', 'PK', 'SG', 'US']",sigmod_1994_01eb71c6,From Structured Documents to Novel Query Facilities,https://openalex.org/W3146706731
10.0,65.0,39.0,6.0,1994.0,2018.0,25.0,50,"[{'title': 'The state of the art in distributed query processing', 'year': 2000, 'cited_by_count': 820}, {'title': 'Structural joins: a primitive for efficient XML query pattern matching', 'year': 2003, 'cited_by_count': 780}, {'title': 'Mnemosyne', 'year': 2011, 'cited_by_count': 723}, {'title': 'Semantic Data Caching and Replacement', 'year': 1996, 'cited_by_count': 502}, {'title': 'Generalized Search Trees for Database Systems', 'year': 1995, 'cited_by_count': 468}]","['Agronomy', 'Algorithm', 'Archaeology', 'Art', 'Artificial intelligence', 'Astrobiology', 'Astronomy', 'Biochemistry', 'Biology', 'Chemistry', 'Combinatorics', 'Communication', 'Composite material', 'Computer graphics (images)', 'Computer hardware', 'Computer network', 'Computer science', 'Computer security', 'Data mining', 'Database']","['CA', 'CH', 'DE', 'FI', 'FR', 'US']",sigmod_1994_575b720e,Shoring Up Persistent Applications,https://openalex.org/W2110631345
23.0,73.0,66.0,22.0,1993.0,2022.0,30.0,50,"[{'title': 'Data mining: concepts and techniques', 'year': 2012, 'cited_by_count': 28872}, {'title': 'Data Mining: Practical Machine Learning Tools and Techniques', 'year': 2011, 'cited_by_count': 25709}, {'title': 'Fast algorithms for mining association rules', 'year': 1998, 'cited_by_count': 10754}, {'title': 'Fast Algorithms for Mining Association Rules in Large Databases', 'year': 1994, 'cited_by_count': 9384}, {'title': 'Mining sequential patterns', 'year': 2002, 'cited_by_count': 5134}]","['Aerospace engineering', 'Algorithm', 'Archaeology', 'Artificial intelligence', 'Biochemistry', 'Bioinformatics', 'Biology', 'Botany', 'Business', 'Cartography', 'Chemistry', 'Chromatography', 'Combinatorics', 'Composite material', 'Computational biology', 'Computer network', 'Computer science', 'Computer security', 'Computer vision', 'Data mining']","['AT', 'AU', 'BD', 'BE', 'CA', 'CL', 'DE', 'ES', 'FI', 'FR', 'GB', 'GR', 'HK', 'IE', 'IT', 'JP', 'MY', 'NL', 'QA', 'SE']",sigmod_1993_cda45823,Mining Association Rules Between Sets of Items in Large Databases,https://openalex.org/W2166559705
16.0,66.0,48.0,12.0,1993.0,2026.0,34.0,50,"[{'title': 'TinyDB: an acquisitional query processing system for sensor networks', 'year': 2005, 'cited_by_count': 1904}, {'title': 'The state of the art in distributed query processing', 'year': 2000, 'cited_by_count': 820}, {'title': 'An overview of query optimization in relational systems', 'year': 1998, 'cited_by_count': 612}, {'title': 'Towards heterogeneous multimedia information systems: the Garlic approach', 'year': 2002, 'cited_by_count': 348}, {'title': 'Architecture of a Database System', 'year': 2007, 'cited_by_count': 238}]","['Accounting', 'Algorithm', 'Archaeology', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Botany', 'Business', 'Chemistry', 'Combinatorics', 'Composite material', 'Computational science', 'Computer architecture', 'Computer network', 'Computer science', 'Computer security', 'Data mining', 'Data science', 'Database']","['AU', 'BR', 'CA', 'CH', 'CN', 'DE', 'GB', 'GR', 'IL', 'IT', 'SG', 'US']",sigmod_1992_e01056d7,Extensible/Rule Based Query Rewrite Optimization in Starburst,https://openalex.org/W1988504473
